,name,track_id,album,artist,artist_id,release_date,length,popularity,artist_pop,artist_genres,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key,mode,time_signature,playlist
348,Shittin' Me,31UJ8vd4JQc1JEa7TgcDSz,Shittin' Me,A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,2022-12-02,144729,75,83,"['east coast hip hop', 'hip hop', 'rap']",0.0411,0.738,0.659,0.0,0.0681,-2.398,0.17,148.007,0.488,1,1,4,Hip Hop Controller
349,Sometimes,3i6sCTU7ENlnHpHvrHUitW,Fighting Demons (Deluxe),Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,2022-03-18,259672,74,90,"['chicago rap', 'melodic rap']",0.0609,0.674,0.58,0.0,0.159,-4.866,0.0311,121.987,0.0759,8,1,4,Hip Hop Controller
350,Cooped Up (with Roddy Ricch),7DwcBgdzqhFJltEaV1XF81,Cooped Up,Post Malone,246dkjvS1zLTtiykXe5h60,2022-05-12,185857,74,89,"['dfw rap', 'melodic rap', 'rap']",0.038,0.669,0.773,0.0,0.113,-5.619,0.153,93.923,0.377,0,1,4,Hip Hop Controller
351,Distraction,1oc92BMKYkNxK17C2GtyRM,Distraction,Polo G,6AgTAQt8XS6jRWi4sX7w49,2022-06-03,171319,74,84,"['chicago rap', 'rap']",0.16,0.713,0.689,0.0,0.136,-5.99,0.255,156.934,0.63,11,1,4,Hip Hop Controller
352,Ain’t Safe (feat. Don Toliver),6ja11GoXgF75QkEVqqAadn,Ain’t Safe (feat. Don Toliver),Trippie Redd,6Xgp2XMz1fhVYe7i6yNAax,2022-10-28,166514,74,83,"['melodic rap', 'rap', 'trap']",0.221,0.829,0.644,1.04e-06,0.141,-4.86,0.291,147.151,0.515,9,1,4,Hip Hop Controller
353,Stop Breathing,6mM8gri8d2abYYomjOV4ut,Stop Breathing,Roddy Ricch,757aE44tKEUQEqRuT6GnEB,2022-09-30,110706,74,81,"['melodic rap', 'rap', 'trap']",0.0434,0.586,0.689,0.0,0.184,-6.04,0.425,158.457,0.456,0,1,4,Hip Hop Controller
354,Chapters,5DT2fVrYGbXNhMYCnEFfg2,No More Leaks,Central Cee,5H4yInM5zmHqpKIoMNAx4r,2022-10-14,114580,74,82,['melodic drill'],0.113,0.658,0.674,0.0,0.155,-8.148,0.221,154.85,0.671,1,1,1,Hip Hop Controller
355,2 Million Up,5JS1gz9zP4GTy0LZYvSeUK,ONLY BUILT 4 DIAMOND LINKS,Peezy,6lOaHNmL3l3hKDGNf0egfs,2022-08-12,159973,74,62,['detroit trap'],0.115,0.884,0.423,0.0,0.0895,-10.181,0.275,95.753,0.259,6,0,4,Hip Hop Controller
356,Never Sleep (with Lil Baby feat. Travis Scott),3GdWfmQBiiJrDUvSZS1bGv,Never Sleep,NAV,7rkW85dBwwrJtlHRDkJDAC,2022-07-29,185785,74,76,"['canadian hip hop', 'canadian trap', 'hip hop', 'melodic rap', 'rap', 'toronto rap', 'trap']",0.00639,0.819,0.651,0.0,0.122,-5.829,0.169,139.957,0.501,1,1,4,Hip Hop Controller
357,Sleazy Flow (with Lil Baby) - Remix,5cx7vkF8BQ0iOsVpfvZbnz,Sleazy Flow (Remix),SleazyWorld Go,7FOQfJbC3e4GNoheojERnF,2022-05-26,161355,73,65,[],0.2,0.869,0.298,0.0,0.0753,-12.076,0.386,77.47,0.178,2,1,4,Hip Hop Controller
358,Nail Tech,62Yo3FDddWY8ydu6PW2wyz,Nail Tech,Jack Harlow,2LIk90788K0zvyj2JJVwkJ,2022-02-18,206385,73,82,"['deep underground hip hop', 'kentucky hip hop', 'rap']",0.00508,0.677,0.557,8.36e-06,0.0984,-8.409,0.0694,150.127,0.1,1,1,4,Hip Hop Controller
359,Bikini Bottom,27Qz0cFmMGADsniMeUwyUe,Bikini Bottom,Ice Spice,3LZZPxNDGDFVSIPqf4JuEf,2022-10-28,106666,73,64,[],0.21,0.749,0.629,1.62e-06,0.0849,-5.434,0.216,161.945,0.577,8,1,3,Hip Hop Controller
360,Detox,7fSM2taFBEB1WNZl8AOIoo,Detox,Lil Baby,5f7VJjfbwm532GiveGC0ZK,2022-09-02,161636,73,90,"['atl hip hop', 'atl trap', 'rap', 'trap']",0.027,0.845,0.503,0.0,0.116,-7.021,0.334,147.031,0.416,1,1,4,Hip Hop Controller
361,Aston Martin Truck,1KaRuTOGchQyTnrY3vWzfR,Aston Martin Truck,Roddy Ricch,757aE44tKEUQEqRuT6GnEB,2022-10-21,180240,73,81,"['melodic rap', 'rap', 'trap']",0.194,0.749,0.548,0.0,0.16,-6.223,0.352,153.855,0.581,5,0,4,Hip Hop Controller
362,Blow,2g3qKijfeHfDyM7Fmaoi5M,Blow,Moneybagg Yo,3tJoFztHeIJkJWMrx0td2f,2022-09-22,182533,73,77,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",0.0579,0.815,0.742,0.0,0.345,-4.896,0.245,137.036,0.584,11,0,4,Hip Hop Controller
363,Bag Talk,6Y95jrYOOWDkh7uO6PSDBT,Bag Talk,Polo G,6AgTAQt8XS6jRWi4sX7w49,2022-10-28,147435,73,84,"['chicago rap', 'rap']",0.0276,0.585,0.596,0.0,0.111,-5.677,0.353,157.957,0.148,1,1,4,Hip Hop Controller
364,Players,6UN73IYd0hZxLi8wFPMQij,Players,Coi Leray,6AMd49uBDJfhf30Ak2QR5s,2022-11-30,139560,73,65,"['new jersey underground rap', 'r&b', 'rap', 'trap queen', 'viral rap']",0.03,0.954,0.516,7.54e-06,0.0504,-5.817,0.16,105.001,0.624,6,1,4,Hip Hop Controller
365,Nothing Changed,48qgXl0CQUVYJVn6xv0rsP,Nothing Changed,Quavo,0VRj0yCOv2FXJNP47XQnx5,2022-09-30,199111,72,81,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'southern hip hop', 'trap']",0.18,0.907,0.59,0.0,0.184,-6.128,0.108,134.902,0.681,5,0,4,Hip Hop Controller
366,Hold That Heat (feat. Travis Scott),6OrTKLtcF7EBayOV2QqkSK,Hold That Heat (feat. Travis Scott),Southside,23DYJsw4uSCguIqiTIDtcN,2022-04-22,221538,72,58,['atl hip hop'],0.0295,0.744,0.608,0.0,0.397,-6.386,0.0442,130.045,0.0692,2,1,4,Hip Hop Controller
367,Dance Now (feat. Kenny Mason),2WrldKXSBVbNNm3A9vJryi,The Forever Story (Extended Version),JID,6U3ybJ9UHNKEdsH7ktGBZ7,2022-10-31,227555,72,79,"['hip hop', 'rap']",0.0919,0.786,0.475,9.6e-06,0.176,-10.902,0.248,135.0,0.264,1,1,4,Hip Hop Controller
368,Hell Yeah,0jQ4mEnWB1AuSVqnFLhxT6,Hell Yeah,SoFaygo,2SJhf6rTOU53g8yBdAjPby,2022-10-17,168160,71,68,"['glitchcore', 'plugg', 'rap', 'trap', 'vapor trap']",0.000113,0.696,0.708,0.0,0.444,-4.737,0.0438,142.026,0.287,9,1,4,Hip Hop Controller
369,Back In Blood (feat. Lil Durk),7JuHVG3qQKQKxC4doneXVW,Back In Blood (feat. Lil Durk),Pooh Shiesty,5F1aAS1duwlzExnPs3l2Xe,2020-11-06,184489,71,71,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",0.151,0.759,0.538,0.0,0.126,-8.256,0.384,146.933,0.831,8,0,4,Hip Hop Controller
370,Baby Shark,7Hij0MzGIK43J8sQsrzcdB,Baby Shark,RALAN STYLES,5Vjj1sZw4lyTGfbJZ9epbY,2022-08-20,156059,71,55,[],0.156,0.843,0.28,1.38e-05,0.134,-9.723,0.336,160.005,0.407,1,1,4,Hip Hop Controller
371,"Shake It (feat. Cardi B, Dougie B & Bory300)",0RkCnqwF8Tfl2QGPZwopyk,"Shake It (feat. Cardi B, Dougie B & Bory300)",Kay Flock,2AMeiDbfU2vonrTkpXDKUu,2022-04-15,118249,70,67,"['bronx drill', 'melodic drill', 'new york drill']",0.0353,0.87,0.835,0.0,0.142,-5.875,0.311,140.051,0.901,1,1,4,Hip Hop Controller
372,2 Mins of Pain (feat. Alborosie),2NVXBBbO4xGO851zrMfCFi,2 Mins of Pain (feat. Alborosie),Sleepy Hallow,6EPlBSH2RSiettczlz7ihV,2022-09-07,136695,70,78,"['brooklyn drill', 'nyc rap']",0.101,0.886,0.434,1.22e-06,0.297,-12.106,0.403,147.995,0.785,11,0,4,Hip Hop Controller
373,Blessing,6DswwzQlABrNoqjNydtvuX,Blessing,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,2022-12-09,144594,70,78,"['melodic rap', 'pluggnb', 'rap', 'trap', 'viral rap']",0.338,0.703,0.636,0.0,0.0981,-8.652,0.177,132.986,0.496,1,0,4,Hip Hop Controller
374,Mel Made Me Do It,3y8xPhq9Ho1hCEMIE9DvZe,Mel Made Me Do It,Stormzy,2SrSdSvpminqmStGELCSNd,2022-09-22,440857,70,76,"['grime', 'uk hip hop']",0.224,0.725,0.677,0.0,0.334,-6.609,0.348,100.043,0.687,1,1,4,Hip Hop Controller
375,B.R.O. (Better Ride Out) [feat. Roddy Ricch],23pGZ6n6Xd3yV7qK4xw7dx,B.R.O. (Better Ride Out) [feat. Roddy Ricch],A Boogie Wit da Hoodie,31W5EY0aAly4Qieq6OFu6I,2022-10-07,178041,70,84,"['melodic rap', 'rap', 'trap']",0.0398,0.576,0.596,0.0,0.0975,-7.774,0.108,95.457,0.338,2,0,4,Hip Hop Controller
376,FTCU (feat. GloRilla & Gangsta Boo),4lxTmHPgoRWwM9QisWobJL,FTCU (feat. GloRilla & Gangsta Boo),Latto,3MdXrJWsbVzdn6fe5JYkSQ,2022-12-02,145655,70,72,"['pop', 'rap', 'trap queen']",0.0369,0.894,0.633,0.0,0.178,-5.294,0.298,145.11,0.578,10,0,4,Hip Hop Controller
377,Come Through (feat. Lil Tecca),3RoCi49XvcidDK7OqGw7fb,Come Through (feat. Lil Tecca),Bankrol Hayden,0Yr4BBpK2dkCp2UsrJ9LZN,2021-09-24,112613,69,64,"['melodic rap', 'sad rap', 'viral rap']",0.41,0.872,0.623,0.0,0.184,-3.94,0.0389,104.07,0.72,3,0,4,Hip Hop Controller
378,Bulletproof Maybach (feat. Offset),6rI8uFFmGyvS2N6sqDCdu3,It's Not Me It's You (Deluxe),DDG,0WK3H9OErSn5zKOkOV5egm,2022-10-07,177073,69,67,"['pop rap', 'rap', 'trap', 'viral rap']",0.0754,0.699,0.58,0.0,0.0768,-7.05,0.325,94.93,0.596,7,0,4,Hip Hop Controller
379,Stick (with JID & J. Cole feat. Kenny Mason & Sheck Wes),1BzXvBpIFWJgu0P8P6xmP4,D-Day: A Gangsta Grillz Mixtape,Dreamville,1iNqsUDUraNWrj00bqssQG,2022-03-31,309322,69,67,"['hip hop', 'rap', 'underground hip hop']",0.266,0.671,0.857,0.0,0.668,-5.435,0.292,118.574,0.597,7,1,4,Hip Hop Controller
380,HOME,1tIgeZloeOtSJrVx9WiArC,IN DIMES WE TRUST,Mike Dimes,6rIaHuCIUu32uj2CjlEBN3,2022-03-08,174915,69,64,"['rap', 'viral rap']",0.347,0.895,0.467,0.0,0.214,-5.78,0.378,118.016,0.433,0,0,4,Hip Hop Controller
381,U-Digg (feat. 42 Dugg & Veeze),0b7UwotRCrS7qBoLDjfvSY,U-Digg (feat. 42 Dugg & Veeze),Lil Baby,5f7VJjfbwm532GiveGC0ZK,2022-06-17,235500,69,90,"['atl hip hop', 'atl trap', 'rap', 'trap']",0.00253,0.824,0.583,0.0,0.266,-6.537,0.147,147.496,0.154,1,1,4,Hip Hop Controller
382,Fantastic,7fdTVjOFYWyfUXXTpIL917,Fantastic,Tyga,5LHRHt1k9lMyONurDHEdrp,2022-09-02,172361,68,81,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.00668,0.938,0.572,0.0,0.0932,-4.682,0.179,105.98,0.191,2,1,4,Hip Hop Controller
383,Faster,1dH43IEzvkRIFu6HdXWCha,Faster,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,2022-08-05,129638,67,78,"['melodic rap', 'pluggnb', 'rap', 'trap', 'viral rap']",0.242,0.641,0.511,0.0,0.115,-10.264,0.429,153.902,0.462,0,0,4,Hip Hop Controller
384,Wonderful Wayne & Jackie Boy,4E3BSxzGKQrDHBf9QfoewY,MOB,Babyface Ray,3zZ88AwlTwfCJkowsFCvLA,2022-12-02,133953,67,66,"['detroit trap', 'trap']",0.0305,0.806,0.715,0.0,0.391,-5.024,0.291,172.138,0.319,11,1,4,Hip Hop Controller
385,9 Lives (feat. Polo G & NLE Choppa),6DVJ7Aqbml1X3wGxxV5QH5,It's Not Me It's You,DDG,0WK3H9OErSn5zKOkOV5egm,2022-09-30,228000,68,67,"['pop rap', 'rap', 'trap', 'viral rap']",0.0957,0.577,0.533,0.0,0.127,-8.871,0.501,160.088,0.799,5,0,4,Hip Hop Controller
386,Umm Hmm,0UmMT7DNXCOJvSmXXGNG5b,The Last Slimeto,YoungBoy Never Broke Again,7wlFDEWiM5OoIAt8RSli8b,2022-08-05,132750,67,84,"['baton rouge rap', 'trap']",0.00815,0.763,0.709,0.0,0.123,-5.748,0.199,160.16,0.277,9,1,4,Hip Hop Controller
387,BIG TIME (feat. Future & Lil Baby),6pr7X9UZCDn8CruopaNVha,GOD DID,DJ Khaled,0QHgL1lAIqAw0HtD7YldmP,2022-08-26,173783,67,79,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.0197,0.496,0.7,0.0,0.103,-5.199,0.284,107.711,0.464,1,0,3,Hip Hop Controller
388,Damn Homie (feat. Lil Durk),1KxdG2javZzd9GPdQjrQZS,Me vs. Myself,A Boogie Wit da Hoodie,31W5EY0aAly4Qieq6OFu6I,2022-12-09,188371,67,84,"['melodic rap', 'rap', 'trap']",0.0605,0.86,0.571,0.0,0.0762,-6.121,0.181,104.979,0.604,0,1,4,Hip Hop Controller
389,Waddup (feat. Polo G),5teSgJfTCFK0ngDASJb99U,Waddup (feat. Polo G),PGF Nuk,0PUh7TSiwhSf0xL0b6SLXH,2022-04-02,181540,67,57,[],0.187,0.706,0.637,0.0,0.199,-7.261,0.35,76.062,0.289,1,1,4,Hip Hop Controller
390,LONDON (feat. J. Cole),5vhrsx08dHh2QcVh1Rsiwt,LONDON (feat. J. Cole),BIA,6veh5zbFpm31XsPdjBgPER,2022-04-08,250722,67,71,"['alternative r&b', 'r&b', 'rap', 'rap latina', 'trap queen', 'viral rap']",0.0225,0.644,0.671,0.0,0.0855,-5.156,0.315,132.001,0.563,11,0,4,Hip Hop Controller
391,Big 14 (feat. Offset & Moneybagg Yo),7rQ84WsT2Wcnrz5gTmbGmw,Big 14 (feat. Offset & Moneybagg Yo),Trippie Redd,6Xgp2XMz1fhVYe7i6yNAax,2022-08-05,247458,67,83,"['melodic rap', 'rap', 'trap']",0.199,0.71,0.828,0.0,0.168,-4.725,0.0726,128.027,0.316,1,1,4,Hip Hop Controller
392,hibachi (feat. Kodak Black & 21 Savage),7FCDmAel69bzxRkOxbh2dB,LIVE LIFE FAST,Roddy Ricch,757aE44tKEUQEqRuT6GnEB,2021-12-17,170413,66,81,"['melodic rap', 'rap', 'trap']",0.0191,0.681,0.522,0.0,0.415,-8.74,0.303,172.946,0.219,5,0,4,Hip Hop Controller
393,NO TRENDS,1R7IfLjtJ4B9kqjIqaEeVf,IN DIMES WE TRUST,Mike Dimes,6rIaHuCIUu32uj2CjlEBN3,2022-03-08,151285,66,64,"['rap', 'viral rap']",0.00893,0.73,0.726,4.42e-06,0.255,-4.865,0.0655,139.938,0.731,2,1,4,Hip Hop Controller
394,Frozen,19n0UZuW8AArMVWNztoXu9,Frozen,Lil Baby,5f7VJjfbwm532GiveGC0ZK,2022-04-28,179148,66,90,"['atl hip hop', 'atl trap', 'rap', 'trap']",0.138,0.514,0.65,0.0,0.103,-8.867,0.499,127.428,0.236,6,1,5,Hip Hop Controller
395,54321,0iPb0dxCtjFcmFa2ElfBJ5,54321,Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,2022-08-19,182325,66,79,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'viral rap']",0.117,0.934,0.694,0.0,0.239,-4.455,0.175,129.028,0.464,9,0,4,Hip Hop Controller
396,Unh Unh,6NBGEI2cU71eT8wM98bF2d,"Anyways, Life’s Great…",GloRilla,2qoQgPAilErOKCwE2Y8wOG,2022-11-11,169465,65,69,"['rap', 'viral rap']",0.0741,0.724,0.8,1.53e-06,0.144,-6.19,0.415,178.339,0.562,1,1,4,Hip Hop Controller
397,Vanish Mode,4xBooY8kGQA098b2vXCBXl,Where The Shooters Be,SleazyWorld Go,7FOQfJbC3e4GNoheojERnF,2022-11-11,117481,65,65,[],0.301,0.732,0.609,0.0,0.373,-5.681,0.18,93.34,0.403,9,1,5,Hip Hop Controller
398,Us vs. Them (feat. Gucci Mane),6x3gud5JkOSGYJpRUYN1Gg,Us vs. Them (feat. Gucci Mane),Quavo,0VRj0yCOv2FXJNP47XQnx5,2022-07-29,216013,65,81,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'southern hip hop', 'trap']",0.00124,0.726,0.508,0.0,0.204,-7.67,0.0869,149.979,0.173,1,1,4,Hip Hop Controller
399,Hanging With Wolves,1a7tOEheXeaSNathZW4Gzk,Hanging With Wolves,Lil Durk,3hcs9uc56yIGFCSy9leWe7,2022-12-09,205893,75,84,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",0.0168,0.823,0.636,0.0,0.108,-7.239,0.0612,151.978,0.5,11,0,4,RapCaviar
400,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],4WuOWVnAqvEQxgSRrspBgt,HEROES & VILLAINS,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,2022-12-02,207306,86,91,['rap'],0.189,0.671,0.658,8.66e-05,0.147,-5.567,0.309,87.933,0.257,2,1,4,RapCaviar
401,Rich Flex,1bDbXMyjaUIooNwFE9wn0N,Her Loss,Drake,3TVXtAsR1Inumwj472S9r4,2022-11-04,239359,96,97,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.0503,0.561,0.52,1.86e-06,0.355,-9.342,0.244,153.15,0.424,11,0,3,RapCaviar
402,My All,2UQ2oUbHiB8wWYCE42JX0k,My All,Polo G,6AgTAQt8XS6jRWi4sX7w49,2022-12-09,197692,79,84,"['chicago rap', 'rap']",0.0393,0.493,0.613,0.0,0.128,-6.636,0.414,156.104,0.373,1,1,4,RapCaviar
403,Hell Yeah,3QHGfxhjexLaMKGHXagfRs,Pink Heartz,SoFaygo,2SJhf6rTOU53g8yBdAjPby,2022-11-11,168160,71,68,"['glitchcore', 'plugg', 'rap', 'trap', 'vapor trap']",0.000113,0.696,0.708,0.0,0.444,-4.737,0.0438,142.026,0.287,9,1,4,RapCaviar
404,Just Wanna Rock,4FyesJzVpA39hbYvcseO2d,Just Wanna Rock,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,2022-10-17,123890,91,87,"['melodic rap', 'philly rap', 'rap', 'trap']",0.0652,0.486,0.545,0.00474,0.0642,-7.924,0.0336,150.187,0.0385,11,1,4,RapCaviar
405,LET GO,3zkyus0njMCL6phZmNNEeN,LET GO,Central Cee,5H4yInM5zmHqpKIoMNAx4r,2022-12-15,174246,86,82,['melodic drill'],0.859,0.735,0.449,0.0,0.213,-9.933,0.383,146.016,0.514,2,0,4,RapCaviar
406,Superhero (Heroes & Villains) [with Future & Chris Brown],0vjeOZ3Ft5jvAi9SBFJm1j,HEROES & VILLAINS,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,2022-12-02,182666,88,91,['rap'],0.152,0.526,0.606,2.36e-06,0.194,-5.3,0.259,116.622,0.492,5,0,4,RapCaviar
407,Love For The Streets,7k5lDslyLbcykzUOPGEdKR,Paper Route Frank,Young Dolph,3HiuzBlSW7pGDXlSFMhO2g,2022-12-16,186200,65,75,"['gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",0.172,0.799,0.733,1.7e-05,0.332,-6.234,0.216,146.051,0.753,2,1,4,RapCaviar
408,Player's Ball - Christmas Mix,6I6xLCbphfMq8xK2xXGcDf,Player's Ball,Outkast,1G9G7WwrXka3Z1r7aIDjI7,1993-11-19,264358,24,75,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop']",0.0515,0.879,0.708,0.0,0.328,-8.636,0.267,92.936,0.561,1,1,4,RapCaviar
409,Quickie,3084aAzars6DR26nCWO9Ep,Quickie,Moneybagg Yo,3tJoFztHeIJkJWMrx0td2f,2022-12-08,187826,74,77,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",0.0901,0.87,0.506,0.0,0.145,-9.415,0.432,137.921,0.347,2,1,4,RapCaviar
410,Water (Drowning Pt. 2) [feat. Kodak Black],6yDPFrHZLQbQa9Itd2J4Gp,Me vs. Myself,A Boogie Wit da Hoodie,31W5EY0aAly4Qieq6OFu6I,2022-12-09,206769,76,84,"['melodic rap', 'rap', 'trap']",0.0392,0.855,0.603,0.0,0.105,-5.488,0.284,129.976,0.494,0,1,4,RapCaviar
411,Mad Max,2i2qDe3dnTl6maUE31FO7c,Lil Durk Presents: Loyal Bros 2,Only The Family,3IaKn0ExWTMPqa0mscUYw3,2022-12-16,153600,72,84,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",0.0212,0.898,0.64,0.0,0.0919,-8.796,0.255,149.988,0.68,5,0,4,RapCaviar
412,Face 2 Face,6L4XGeAdRRC32vVJpp8MdM,Face 2 Face,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,2022-12-15,124558,81,90,"['chicago rap', 'melodic rap']",0.0948,0.711,0.72,0.0,0.101,-4.532,0.0308,155.997,0.437,9,1,4,RapCaviar
413,Needed That,1Pgu551wrKnGA82NiytP9G,Me vs. Myself (Deluxe),A Boogie Wit da Hoodie,31W5EY0aAly4Qieq6OFu6I,2022-12-12,206294,68,84,"['melodic rap', 'rap', 'trap']",0.108,0.489,0.548,0.0,0.0865,-7.907,0.271,146.33,0.68,0,0,4,RapCaviar
414,"One Mic, One Gun",7CpXFEjLntpr4GdOhTtFEv,"One Mic, One Gun",Nas,20qISvAhX20dpIbOOzGK3q,2022-11-29,169693,76,76,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']",0.0351,0.756,0.916,0.0,0.241,-2.692,0.207,149.961,0.458,1,1,4,RapCaviar
415,Get Away,65nmqAEqW7CJIkXOIkxyg8,Get Away,Young Dolph,3HiuzBlSW7pGDXlSFMhO2g,2022-11-17,180760,73,75,"['gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",0.0431,0.839,0.642,6.76e-05,0.148,-5.581,0.0535,140.078,0.211,1,1,4,RapCaviar
416,Pussy & Millions (feat. Travis Scott),2KLwPaRDOB87XOYAT2fgxh,Her Loss,Drake,3TVXtAsR1Inumwj472S9r4,2022-11-04,242026,89,97,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.0623,0.749,0.63,0.0,0.353,-6.652,0.116,122.03,0.445,4,0,4,RapCaviar
417,Twin (feat. Lil Durk),5B40Td13cDQ4adeAiLf8Z4,Twin (feat. Lil Durk),Roddy Ricch,757aE44tKEUQEqRuT6GnEB,2022-11-14,148855,75,81,"['melodic rap', 'rap', 'trap']",0.031,0.785,0.609,5.47e-05,0.096,-8.623,0.186,83.962,0.326,11,0,4,RapCaviar
418,Too Many Nights (feat. Don Toliver & with Future),2Hh3ETdQKrmSI3QS0hme7g,HEROES & VILLAINS,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,2022-12-02,199920,85,91,['rap'],0.189,0.684,0.671,2.37e-05,0.122,-4.392,0.0464,88.048,0.156,7,0,4,RapCaviar
419,Blessing,6DswwzQlABrNoqjNydtvuX,Blessing,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,2022-12-09,144594,70,78,"['melodic rap', 'pluggnb', 'rap', 'trap', 'viral rap']",0.338,0.703,0.636,0.0,0.0981,-8.652,0.177,132.986,0.496,1,0,4,RapCaviar
420,Letter to Takeoff,7B09THlbQE2RndpgXeXQYE,Letter to Takeoff,Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo,2022-11-15,217872,70,78,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.375,0.808,0.478,0.0,0.0761,-8.63,0.381,140.958,0.335,5,0,4,RapCaviar
421,FOMF,1q9huadusReYqEjnENS3uw,HERBERT,Ab-Soul,0g9vAlRPK9Gt3FKCekk4TW,2022-12-16,160920,62,64,"['alternative hip hop', 'conscious hip hop', 'escape room', 'hip hop', 'rap', 'southern hip hop', 'underground hip hop']",0.107,0.728,0.785,0.0,0.0884,-6.253,0.205,132.039,0.735,5,0,4,RapCaviar
422,To The Bone (feat. YoungBoy Never Broke Again),4wRJHXHDJnKSPr9IVn0BFR,Only Built For Infinity Links,Quavo,0VRj0yCOv2FXJNP47XQnx5,2022-10-07,283196,80,81,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'southern hip hop', 'trap']",0.0395,0.899,0.582,0.0,0.1,-7.275,0.264,149.973,0.505,11,0,4,RapCaviar
423,California Breeze,6ug9fUi5oLLgQgOF1G8WkM,It's Only Me,Lil Baby,5f7VJjfbwm532GiveGC0ZK,2022-10-14,177789,81,90,"['atl hip hop', 'atl trap', 'rap', 'trap']",0.00361,0.738,0.666,0.0,0.107,-6.97,0.455,161.734,0.215,5,0,4,RapCaviar
424,One Up,6R6ZS5HYH4RdXkjEwEJO5R,No More Leaks,Central Cee,5H4yInM5zmHqpKIoMNAx4r,2022-10-14,160000,77,82,['melodic drill'],0.322,0.85,0.664,0.0,0.0475,-8.119,0.261,144.108,0.743,6,0,4,RapCaviar
425,Jigsaw,3Wqs6XFKsKcTjaWhmB8VCP,PRE5L,Key Glock,0RESbWvOMyua0yuyVrztJ5,2022-11-17,152893,70,75,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",0.00296,0.75,0.714,0.000113,0.137,-9.032,0.134,160.036,0.254,1,1,4,RapCaviar
426,Do It Again (feat. 2Rare),5gAwpwuchaCGnJLlBMGBzp,Do It Again (feat. 2Rare),NLE Choppa,0ErzCpIMyLcjPiwT4elrtZ,2022-10-07,213206,82,79,"['memphis hip hop', 'viral rap']",0.0864,0.806,0.64,0.0,0.201,-7.398,0.317,160.054,0.716,11,0,4,RapCaviar
427,If You Still Wit Me (feat. Lil Baby),4EvFzNPsp8iyiEO9LDHopv,90 Days,Finesse2tymes,3OoC54nEM3Xl7Kn5hsDdpg,2022-12-02,196888,66,63,"['houston rap', 'memphis hip hop', 'trap']",0.0906,0.519,0.766,0.0,0.287,-6.519,0.345,100.281,0.449,2,1,3,RapCaviar
428,Similar,46GyY53xkfMRYTqZAQ33ne,Blackout,Money Man,3Rx4PJ7SP6unkOk5elPUK7,2022-10-28,112000,68,69,"['memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.0647,0.894,0.458,0.0144,0.109,-12.248,0.363,150.003,0.382,5,0,4,RapCaviar
